Name,Is Fork,Commits,Branches,Default Branch,Releases,Contributors,License,Watchers,Stargazers,Forks,Size,Created At,Pushed At,Updated At,Homepage,Main Language,Total Issues,Open Issues,Total Pull Requests,Open Pull Requests,Last Commit,Last Commit SHA,Has Wiki,Is Archived,Languages,Labels,spring,test,checkstyle,maven,gradle,gradle_on_root,maven_usage_on_root,score
geoserver/geoserver,False,12244,57,main,0,272,Other,202,2520,1784,267467,2011-11-10 19:56:06.0,2021-11-06 18:39:33.0,2021-11-05 15:59:30.0,http://geoserver.org/,Java,0,0,5384,12,2021-11-05 15:59:25.0,2804f2de041b9803bb2d4f993e58d0d42c130453,True,False,"Java,JavaScript,Scheme,HTML,FreeMarker,XSLT,CSS,NSIS,Shell,Python,Batchfile,Gherkin,AMPL,Makefile,PLpgSQL,Dockerfile,Fluent","dependencies,duplicate,foss4g,hacktoberfest-accepted,Needs CLA,stale,wontfix",1,5771,1,1,0,0,0,134.2117796216285
openapitools/openapi-generator,False,16303,71,master,43,401,Apache License 2.0,187,10220,3548,585014,2018-05-12 09:57:56.0,2021-11-07 07:46:16.0,2021-11-07 01:45:55.0,https://openapi-generator.tech,Java,4609,2473,6171,304,2021-11-06 17:27:26.0,0bb4f186ec7e776efbe370be89798ed2f659c9ff,True,False,"Java,JavaScript,TypeScript,Shell,Kotlin,PHP,Ruby,Apex,Haskell,Handlebars,CSS,Rust,Dockerfile,HTML,Scala,Groovy,Blade,Dart,Emacs Lisp,SCSS",".NET,Announcement,Bleeding Edge,Breaking change (with fallback),Breaking change (without fallback),Client: Ada,Client: Android,Client: Apex,Client: Bash,Client: C,Client: C-Sharp,Client: C++,Client: Ceylon,Client: Clojure,Client: Crystal,Client: Dart,Client: DukeScript,Client: Eiffel,Client: Elixir,Client: Elm,Client: Erlang,Client: Flash/ActionScript,Client: Go,Client: Groovy,Client: Haskell,Client: HTML,Client: Java,Client: JavaScript/Node.js,Client: JMeter,Client: Julia,Client: k6,Client: Kotlin,Client: Lisp,Client: Lua,Client: Nim,Client: Objc,Client: OCaml,Client: Perl,Client: PHP,Client: PowerShell,Client: Python,Client: QT,Client: R,Client: Reason ML,Client: Retrofit,Client: Ruby,Client: Rust,Client: Scala,Client: Swift,Client: TypeScript,Client: VB/VB.net,Client: Visual Basic,Config: Apache,Decommission,dependencies,Doc: AsciiDoc,Doc: Cwiki,Doc: Dynamic HTML,Doc: HTML,Doc: Markdown,Doc: PlantUML,Docker,Documentation: Cwiki,Enhancement: CI/Test,Enhancement: Code Cleanup,Enhancement: Code format,Enhancement: Compatibility,Enhancement: Feature,Enhancement: General,Enhancement: New generator,Enhancement: Performance,Enhancement: Security,Feature: Authentication,Feature: Composition / Inheritance,Feature: Documentation,Feature: Enum,Feature: Generator,Feature: OAS 3.0 spec support,General: Awaiting feedback,General: Discussion,General: Question,General: Suggestion,General: Support,github_actions,Good First Issue,Hacktoberfest,hacktoberfest-accepted,help wanted,Inline Schema Handling,Issue: Bug,Issue: Invalid spec,Issue: Migration,Issue: Non-operational,Issue: Platform,Issue: Regression,Issue: Security,Issue: Unable to reproduce,Issue: Undo changes,Issue: Usage/Installation,Issue: Workaround available,java,javascript,OpenAPI Generator CLI,OpenAPI Generator Gradle Plugin,OpenAPI Generator Maven Plugin,OpenAPI Generator Online,OpenAPI Generator SBT Plugin,OpenAPI Generator Website,Schema: Avro,Schema: GraphQL,Schema: Ktorm,Schema: MySQL,Schema: ProtoBuf,Schema: WSDL,Server: Ada,Server: C-Sharp,Server: C++,Server: Ceylon,Server: Eiffel,Server: Elixir,Server: Erlang,Server: F#,Server: Go,Server: GraphQL,Server: Haskell,Server: Java,Server: Kotlin,Server: Nodejs,Server: Perl,Server: PHP,Server: Python,Server: Ruby,Server: Rust,Server: Scala,Server: Spring,Server: Swift,Server: TypeScript,Swagger-Parser,WIP",1,3381,1,1,1,0,1,132.326177432007
eclipse/rdf4j,False,4842,27,main,71,66,BSD 3-Clause New or Revised License,25,260,136,301915,2016-01-14 19:47:32.0,2021-11-07 07:00:45.0,2021-11-07 01:21:08.0,https://rdf4j.org/,Java,1772,236,1555,14,2021-11-07 01:21:03.0,f5a3e3a386c097a8bfac344d2342af0053378d05,False,False,"Java,JavaScript,XSLT,HTML,TypeScript,Ruby,CSS,Shell",":hand: CQ-Pending,:hand: ECA-Pending,⛔ Not backwards compatible,cannot reproduce,dependencies,duplicate,entailment,epic,good first issue,hacktoberfest,help wanted,M1,M2,M3,rdf-star  / sparql-star,security,specification,stale,transactional isolation,triage,website / documentation,wontfix,⏩ performance,🐞 bug,🐞 reproduces bug,📝 Needs documentation,📦 console,📦 fedx,📦 model,📦 repository,📦 rio,📦 sail,📦 server,📦 SHACL,📦 sparql,📦 sparqlbuilder,📦 workbench,📶 enhancement,🔧 internal task,🛠️ tech debt",1,6647,0,1,0,0,1,117.71139222919558
spring-projects/spring-petclinic,False,754,3,main,0,62,Apache License 2.0,379,5159,13951,7483,2013-01-09 09:05:18.0,2021-11-03 00:18:34.0,2021-11-03 02:16:17.0,,Java,226,6,634,5,2021-10-29 13:14:59.0,bc35c402a2f16451a395ec24ca75d54ff79bb91f,False,False,"Java,HTML,Less","bug,dependencies,duplicate,enhancement,invalid,question,waiting-for-feedback,wontfix",1,23,1,1,1,1,1,103.19738767694835
oracle/helidon,False,2116,10,master,48,62,Other,117,2531,413,29763,2018-08-27 11:03:52.0,2021-11-05 09:57:31.0,2021-11-05 16:58:43.0,https://helidon.io,Java,1500,238,2064,26,2021-11-05 06:47:26.0,29e4ab04e42e301fe1a897e84d44c5c1ed18205e,True,False,"Java,Mustache,Shell,Lua,Dockerfile,CSS","1.x,2.x,3.x,api-change,archetypes,bean validation,blog,bug,build,cannot reproduce,cdi,cli,config,contribution,cors,DB client,dependencies,design,docs,duplicate,enhancement,epic,etcd,examples,fault-tolerance,graal,gradle,graphql,grpc,health,help wanted,integration,intermittent,invalid,investigation,jax-rs,jpa/jta,json,logging,lra,media-support,messaging,metrics,MP,must-have,native-image,OCI,open-api,P1,P2,P3,P4,P5,performance,question,reactive,release,rest-client,routing v2,SE,security,task,testing,tooling,tracing,user-experience,webclient,webserver,website,websocket,wip,wontfix,works as designed",1,4007,1,1,1,0,1,100.0914421772674
netflix/zuul,False,1132,17,master,5,46,Apache License 2.0,888,11461,2129,4250,2013-03-13 18:53:57.0,2021-11-04 18:27:21.0,2021-11-05 00:38:40.0,,Java,521,225,597,29,2021-11-04 18:23:15.0,9fc8189c1f7cf648e786ccc9ca35de924ecbb12f,True,False,"Java,Groovy","1.x,2.x,3.x,API breaking,bug,dependencies,duplicate,enhancement,github_actions,invalid,java,performance,question,spring,wontfix",1,132,1,0,1,1,0,97.48633629711371
infinispan/infinispan,False,14373,29,main,2,161,Apache License 2.0,88,908,548,152846,2010-11-04 12:33:19.0,2021-11-05 20:55:19.0,2021-11-05 14:07:52.0,http://www.infinispan.org,Java,0,0,9630,21,2021-11-05 14:07:48.0,cf43484a2bfb18407778e05d8dee24d389b9924e,False,False,"Java,Python,GAP,Shell,XSLT,Ruby,Batchfile,JavaScript,Groovy,CSS,HTML","Back to the drawing board!,Backport,Changes Required,Changes Suggested,dependencies,Docs Required,Documentation,Freeze exception,Needs Rebase,On Hold,Performance ACK required!,Preview,Question,Suggestions please?,Test fix,Trivial :-),Urgent!",1,4180,1,1,0,0,1,94.9305329945354
hortonworks/cloudbreak,False,19211,472,master,0,129,Apache License 2.0,382,315,192,135553,2014-05-10 10:03:07.0,2021-11-06 20:17:05.0,2021-11-05 11:34:49.0,https://docs.cloudera.com/cdp/latest/index.html,Java,0,0,11484,34,2021-11-05 11:34:45.0,ef36a65f738b4ebc9bf5d932133621ea085808b8,True,False,"Java,FreeMarker,Shell,SaltStack,Jinja,JavaScript,Python,Perl,Scala,HTML,Makefile,CSS,Dockerfile,PLpgSQL,Groovy,Fluent","0 - Backlog,1 - Ready,2 - Working,2.20,2.9,3 - Done,aws_e2e_test,aws_native_e2e_test,bug,can_be_merged,CDM7,DO_NOT_MERGE,duck,duplicate,enhancement,hacktoberfest-accepted,help wanted,in progress,invalid,Knox,L0 test,Link <=> sequenceiq/docker-cloudbreak,merge,needs_review,pending E2E,quanta,question,raven,real_ums_test,revert,SQL,support,test,waiting-for-test,wolf,wontfix",1,4021,1,0,1,1,0,91.57693048356057
apache/incubator-shenyu,False,1628,17,master,4,206,Apache License 2.0,259,5443,1876,26572,2018-07-11 08:17:45.0,2021-11-05 10:03:07.0,2021-11-06 23:32:32.0,https://shenyu.apache.org/,Java,1003,112,1296,11,2021-11-05 09:55:36.0,167f5640b17d1eb113aa57e6f14bc535752dc343,True,False,"Java,PLpgSQL,Dockerfile,Shell,Lua,Python,Batchfile,HTML","admin,admin: permission,client: dubbo,client: register,client: register-consul,client: register-etcd,client: register-http,client: register-zookeeper,client: reigster-nacos,client: sofa,client: spring-cloud,client: spring-mvc,Community: Meetings,data-sync: consul,data-sync: etcd,data-sync: http,data-sync: nacos,data-sync: websocket,data-sync: zookeeper,dromara-robot,feature: agent,feature: http-proxy,feature: metrics,feature: plugin,good first issue,in: document,in: example,in: spring,in: test,integration-test,level: easy,level: hard,level: medium,plugin: alibaba-dubbo,plugin: apache-dubbo,plugin: context-mapping,plugin: context-path,plugin: cryptor,plugin: divide,plugin: dubbo,plugin: grpc,plugin: http-client,plugin: hystrix,plugin: jwt,plugin: modify-response,plugin: monitor,plugin: motan,plugin: oauth2,plugin: parameter-mapping,plugin: ratelimiter,plugin: redirect,plugin: request,plugin: resilience4j,plugin: response,plugin: rewrite,plugin: sentinel,plugin: sign,plugin: sofa,plugin: spring-cloud,plugin: tars,plugin: waf,plugin: websocket,starter: apache-dubbo,status : easy to fix,status : proposal,status:  discuss,status: blocked,status: invalid,status: need more info,status: pending,status: volunteer wanted,status: wontfix,TODO-LIST,type: bug,type: build,type: community,type: config,type: dependencies,type: discussion,type: duplicate,type: enhancement,type: examples,type: fixed,type: new feature,type: no progress,type: performance,type: question,type: refactor,type: release,type: spi",1,1866,1,1,0,0,1,85.31187163869379
kiegroup/droolsjbpm-integration,False,4705,49,main,0,134,,64,235,548,72054,2011-02-14 14:02:11.0,2021-11-04 11:36:18.0,2021-11-04 11:36:22.0,,Java,0,0,2646,34,2021-11-04 11:36:17.0,b9d4a7be04e5ecf053c6c79d08b369249b51d6b7,True,False,"Java,HTML,FreeMarker,JavaScript,VBA,Batchfile,Shell,XSLT,ASL","7.3.1,dependencies,do not merge,rebase needed",1,4074,0,1,0,0,1,84.42748276424057
apache/camel-quarkus,False,3296,31,main,4,57,Apache License 2.0,29,144,115,30579,2019-06-21 08:55:25.0,2021-11-06 03:12:17.0,2021-11-06 22:33:40.0,https://camel.apache.org,Java,1517,251,1757,10,2021-11-06 03:12:16.0,86e69dbf651c2fa153c3b4a1c810b479da55d35c,False,False,"Java,Groovy,Kotlin,XSLT,Mustache,Tcl,Shell,FreeMarker,PLpgSQL,HTML,JavaScript,XQuery,Ruby","bug,build,build/camel-main,build/quarkus-main,component,dataformat,documentation,duplicate,enhancement,example,extension,good first issue,help wanted,housekeeping,integration-test,invalid,java-11,JVM,language,native,question,task,tooling,waiting-for-feedback,wip,wontfix",1,4073,0,1,0,0,1,83.38279395434007
dita-ot/dita-ot,False,5783,21,develop,76,36,Apache License 2.0,83,296,168,100421,2012-04-14 04:49:04.0,2021-11-07 09:24:52.0,2021-11-07 09:24:54.0,https://www.dita-ot.org,Java,2937,239,873,18,2021-11-07 08:23:01.0,71c0fe64c441e35f3cdcd75ee6ae62be4c0ff1d0,True,False,"Java,XSLT,HTML,SCSS,CSS,Shell,Batchfile,C,JavaScript,Dockerfile","accessibility,ant,architecture,bug,build,CI,CLI,dependency,DITA 1.3,DITA 2.0,dita standard,duplicate,enhancement,feature,good first issue,i18n,inactive,index,invalid,need-more-info,needs reproduction,obsolete,platform-dependent,platform/windows,plugin-integration,plugin/eclipsehelp,plugin/html5,plugin/htmlhelp,plugin/javahelp,plugin/lwdita,plugin/odt,plugin/pdf,plugin/pdf/fop,plugin/tocjs,plugin/troff,plugin/wordrtf,plugin/xhtml,preprocess,preprocess/branch-filtering,preprocess/chunking,preprocess/coderef,preprocess/conref,preprocess/filtering,preprocess/keyref,preprocess2,priority/high,priority/low,priority/medium,project,question,stale,support,won't fix",1,3970,0,0,1,1,0,79.97952257201683
apache/activemq-artemis,False,8923,3,main,0,187,Apache License 2.0,61,751,769,63705,2015-05-22 07:00:05.0,2021-11-06 15:12:16.0,2021-11-06 22:00:07.0,https://activemq.apache.org/components/artemis,Java,0,0,3841,23,2021-11-05 18:36:22.0,067247178f8838480a34d24a22bf5c7b22efaba8,False,False,"Java,JavaScript,Groovy,CSS,Shell,HTML,Batchfile","bug,dependencies,DO-NOT-MERGE-YET,duplicate,enhancement,help wanted,invalid,question,wontfix",1,3240,1,1,0,0,1,77.19882704936998
apache/wicket,False,21164,120,master,0,84,Apache License 2.0,62,589,351,128041,2009-05-21 01:51:51.0,2021-11-06 08:11:29.0,2021-11-06 22:26:47.0,https://wicket.apache.org/,Java,0,0,440,8,2021-11-05 08:47:28.0,7f9e289ac43eaa1f39443c08673e59735a464373,False,False,"Java,HTML,JavaScript,CSS,Shell,Logos,XSLT,Python,Dockerfile,Less","dependencies,java,javascript",1,2989,0,1,0,0,1,76.05229894628458
debezium/debezium,False,5780,36,main,0,308,Other,195,5597,1481,24227,2016-01-22 20:17:05.0,2021-11-06 23:26:56.0,2021-11-06 22:49:15.0,https://debezium.io,Java,0,0,2901,22,2021-11-06 09:30:39.0,64f030da14d79df48f7129fefba4b5772b0cbc73,True,False,"Java,ANTLR,Groovy,Shell,Python,PLSQL,Dockerfile,TSQL,JavaScript","0.10.1-candidate,0.6,0.7,0.7.2,0.8,0.9,0.9.0.Final-cherrypick,1.0,1.1,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,bug,dependencies,duplicate,enhancement,help wanted,invalid,needs changes,needs more thinking,question,under-discussion,waits for other PR,wontfix",1,975,1,1,0,0,1,70.87115280358607
karatelabs/karate,False,3416,2,master,43,60,MIT License,215,5343,1387,22651,2017-02-07 15:59:17.0,2021-10-31 18:17:05.0,2021-11-01 11:42:49.0,https://karatelabs.github.io/karate,Java,1482,25,328,0,2021-10-16 11:42:52.0,14807dbf8d7c45f709299574222dd498b1fa5e67,True,False,"Java,Gherkin,HTML,JavaScript,CSS,Scala,ANTLR,Shell,Dockerfile","bug,codequality,dependencies,documentation,duplicate,enhancement,fixed,hacktoberfest,help wanted,invalid,on-hold,question,wontfix",1,1143,0,1,1,0,1,69.76718752404052
ebean-orm/ebean,False,5197,43,master,299,71,Other,82,1249,231,28047,2012-09-13 11:49:56.0,2021-11-03 22:19:35.0,2021-11-04 06:39:47.0,https://ebean.io,Java,1835,22,591,8,2021-11-03 22:19:32.0,5807874c9e0fd34e99ba6ac3adad859d64c564bf,True,False,"Java,TSQL,PLpgSQL,Kotlin,HTML,ANTLR,CSS,Shell","behaviour change,breaking-api,bug,dependencies,deprecated-api,documentation,duplicate,enhancement,in progress,invalid,JPA Mapping,Limitation,needs work,new feature,new-api,on hold,PR should be split,question,reason-for-version-bump,refactor,regression,removed-api,Rob's working on,Sponsor Me,Waiting for more information,wontfix,XL",1,2817,0,1,0,0,1,68.91246322791355
intuit/karate,False,3414,2,master,43,61,MIT License,213,5232,1336,24087,2017-02-07 15:59:17.0,2021-09-28 04:37:31.0,2021-09-28 14:40:01.0,https://intuit.github.io/karate/,Java,1448,14,320,0,2021-09-24 09:32:00.0,ae0adcebe9f455a467691c947756721347f8cf8c,True,False,"Java,Gherkin,HTML,JavaScript,CSS,Scala,ANTLR,Shell,Dockerfile","bug,codequality,dependencies,documentation,duplicate,enhancement,fixed,hacktoberfest,help wanted,invalid,on-hold,question,wontfix",1,1143,0,1,1,0,1,68.59834775159237
metasfresh/metasfresh,False,53089,113,master,128,51,,65,972,357,201837,2015-10-06 15:38:11.0,2021-11-07 00:03:29.0,2021-11-06 19:32:48.0,http://metasfresh.com/en,Java,4629,1965,4665,29,2021-11-05 09:16:15.0,f8660314d7a5c4afd043280cd98fbe757359611f,True,False,"Java,PLpgSQL,JavaScript,CSS,TypeScript,Gherkin,Groovy,Shell,HTML,FreeMarker,Dockerfile,SCSS,Batchfile","branch:2018-12,branch:2018-19_grave_noyce,branch:5.139_master_armorer,branch:age_control_hotfix,branch:age_control_uat,branch:arctic_north_uat,branch:big_coconut_hotfix,branch:big_coconut_uat,branch:blonde_monkey_hotfix,branch:blonde_monkey_uat,branch:cloned_cereal_uat,branch:DEV_BIGBANG,branch:happy_flower_hotfix,branch:happy_flower_uat,branch:hard_encoded_uat,branch:intensive_care_hotfix,branch:intensive_care_uat,branch:intensive_care_uat_pickingUI,branch:mad_orange_uat,branch:master,branch:master_camel_services,branch:master_updateBPartnerNameAndGreeting,branch:nerdy_frog_uat,branch:pot_hole_uat,branch:release,branch:scary_plum_uat,branch:secondary_opinion_hotfix,branch:secondary_opinion_uat,branch:tasty_ham_uat,branch:tenacious_d_uat,branch:week_end_uat,branch:yeast_overgrowth_uat,branch:yoyo_hotfix,branch:yoyo_uat,bug_please_use_type:bug_instead,cmp:backend,cmp:e2e,cmp:frontend,customer:hf134,de.metas.vertical.health,de.metas.vertical.orgs,de.metas.vertical.pharma,dependencies,good first issue,help wanted,in:5.167,in:5.168,in:5.169_release,in:5.170_release,in:5.171_release,in:5.172_release,in:5.173_release,in:5.174_release,in:5.175_master,priority:high,required:webui-frontend,rm:manual_rollout,security,status:do-IT-within-issue-branch,status:duplicate,status:invalid,status:IT-failed,status:needs-improvement,status:waiting-for-feedback,status:wontfix,topic:Accounting,topic:API,topic:Async-Workpackage,topic:CompensationGroups,topic:Contract-Refund,topic:Contract-Subscriptions,topic:CRM,topic:Cypress,topic:DataEntry,topic:EDI,topic:ESR,topic:Healthcare_CH,topic:HU,topic:Invoicing,topic:MarketingPlatform,topic:MarketingPlatform-CleverReach,topic:Material,topic:Pharma,topic:Pharma-MSV3,topic:PricingConditions,topic:Print,topic:Production,topic:RabbitMQ,topic:SalesOrder,topic:Scheduler,topic:Shipping-DerKurier,topic:subscription,topic:UX,topic:UX-Filter,typ:mobile-ui,type:bug,type:documentation,type:enhancement,type:systemconfig",1,898,0,1,0,0,0,62.179808252464376
kiegroup/kogito-runtimes,False,19386,34,main,0,216,Apache License 2.0,44,259,123,268333,2019-03-07 08:49:09.0,2021-11-05 16:19:33.0,2021-11-05 16:19:37.0,http://kogito.kie.org,Java,31,8,1666,38,2021-11-05 16:19:33.0,a703d0d78c65e2d802bed33378546958ca7e3c96,True,False,"Java,Groovy,Mustache,HTML,Shell","bug,cherry-pick :cherries:,cloud :cloud:,dependencies,Do not merge,dsl-test,duplicate,enhancement,good first issue,help wanted,invalid,Product Related,question,Ready,wontfix",1,2993,0,1,1,0,1,60.67372395646022
marklogic/marklogic-data-hub,False,8007,80,master,78,57,Other,56,117,124,179395,2016-01-18 18:38:10.0,2021-11-03 00:20:06.0,2021-11-02 06:41:52.0,https://docs.marklogic.com/datahub/,Java,1282,26,4968,8,2021-10-28 18:14:37.0,10483a7fb7ef1777ec660c3caead8b41f1e571c5,False,False,"Java,TypeScript,JavaScript,XQuery,Groovy,SCSS,HTML,Shell,XSLT","2.0,3.0,4.0,5.0,5.2.7,5.3,5.4,5.4.2,5.4.3,5.4.4,5.4.5,5.5,5.5.1,5.5.2,5.5.3,5.5.4,5.5.5,5.6,5.6.1,BackLog,better-errors,bug,Component:Declarative-Mapping,Component:DHF-Core,component:flow management,Component:Gradle-Plugin,Component:Modelling,Component:QuickStart,Component:Smart-Mastering,Component:Tests,coreTestFailures,cypressFailures,dependencies,Documentation,duplicate,e-node,Enhancement,Example-Code,explore-entities,Fixed in Dev,github,good first issue,gradle-fu,help-wanted,High Level,in-progress,ingestion,invalid,Need-More-Info,orchestration,OS:Linux,OS:Mac,OS:Windows,performance,priority:high,priority:low,priority:medium,question,Scenario,security,validation,wontfix",1,3180,0,0,1,1,0,58.952267429040155
